ID,label
313,5.0
314,8.0
315,1.0
316,7.0
317,1.0
318,0.0
319,3.0
320,6.0
321,9.0
322,2.0
323,6.0
324,9.0
325,9.0
326,7.0
327,4.0
328,4.0
329,1.0
330,1.0
331,2.0
332,7.0
333,1.0
334,7.0
335,6.0
336,8.0
337,7.0
338,2.0
339,0.0
340,9.0
341,8.0
342,2.0
343,9.0
344,2.0
345,0.0
346,2.0
347,9.0
348,1.0
349,2.0
350,8.0
351,5.0
352,6.0
353,0.0
354,5.0
355,6.0
356,2.0
357,4.0
358,4.0
359,1.0
360,2.0
361,5.0
362,5.0
363,9.0
364,6.0
365,8.0
366,6.0
367,3.0
368,4.0
369,8.0
370,1.0
371,7.0
372,2.0
373,2.0
374,2.0
375,8.0
376,3.0
377,7.0
378,0.0
379,2.0
380,4.0
381,3.0
382,8.0
383,4.0
384,1.0
385,3.0
386,8.0
387,2.0
388,0.0
389,1.0
390,6.0
391,9.0
392,3.0
393,2.0
394,1.0
395,3.0
396,6.0
397,1.0
398,5.0
399,9.0
400,5.0
401,7.0
402,8.0
403,7.0
404,4.0
405,5.0
406,0.0
407,4.0
408,1.0
409,1.0
410,6.0
411,4.0
412,5.0
413,1.0
414,8.0
415,5.0
416,2.0
417,2.0
418,5.0
419,2.0
420,0.0
421,5.0
422,5.0
423,0.0
424,0.0
425,3.0
426,9.0
427,0.0
428,4.0
429,1.0
430,4.0
431,1.0
432,0.0
433,5.0
434,1.0
435,5.0
436,7.0
437,6.0
438,7.0
439,6.0
440,2.0
441,6.0
442,7.0
443,4.0
444,5.0
445,7.0
446,4.0
447,9.0
448,7.0
449,3.0
450,2.0
451,6.0
452,5.0
453,6.0
454,7.0
455,1.0
456,4.0
457,5.0
458,7.0
459,6.0
460,4.0
461,7.0
462,4.0
463,7.0
464,2.0
465,7.0
466,1.0
467,1.0
468,8.0
469,6.0
470,3.0
471,3.0
472,9.0
473,9.0
474,9.0
475,9.0
476,5.0
477,8.0
478,0.0
479,9.0
480,7.0
481,2.0
482,5.0
483,9.0
484,8.0
485,0.0
486,7.0
487,3.0
488,8.0
489,3.0
490,5.0
491,1.0
492,6.0
493,9.0
494,9.0
495,1.0
496,3.0
497,7.0
498,8.0
499,0.0
500,1.0
501,8.0
502,3.0
503,7.0
504,3.0
505,6.0
506,9.0
507,5.0
508,9.0
509,3.0
510,1.0
511,3.0
512,0.0
513,1.0
514,7.0
515,1.0
516,8.0
517,3.0
518,2.0
519,5.0
520,2.0
521,2.0
522,9.0
523,4.0
524,4.0
525,0.0
526,7.0
527,2.0
528,3.0
529,2.0
530,1.0
531,2.0
532,2.0
533,1.0
534,7.0
535,2.0
536,6.0
537,9.0
538,0.0
539,8.0
540,5.0
541,0.0
542,8.0
543,5.0
544,9.0
545,5.0
546,8.0
547,1.0
548,2.0
549,8.0
550,3.0
551,4.0
552,6.0
553,8.0
554,5.0
555,1.0
556,9.0
557,0.0
558,7.0
559,5.0
560,7.0
561,2.0
562,6.0
563,8.0
564,8.0
565,9.0
566,8.0
567,2.0
568,3.0
569,9.0
570,4.0
571,8.0
572,5.0
573,1.0
574,2.0
575,3.0
576,0.0
577,0.0
578,3.0
579,5.0
580,3.0
581,9.0
582,3.0
583,4.0
584,8.0
585,1.0
586,3.0
587,0.0
588,2.0
589,8.0
590,3.0
591,2.0
592,5.0
593,9.0
594,1.0
595,1.0
596,8.0
597,4.0
598,7.0
599,2.0
600,8.0
601,1.0
602,3.0
603,1.0
604,5.0
605,8.0
606,8.0
607,6.0
608,6.0
609,2.0
610,5.0
611,0.0
612,9.0
613,0.0
614,9.0
615,6.0
616,2.0
617,2.0
618,4.0
619,8.0
620,8.0
621,8.0
622,4.0
623,9.0
624,6.0
625,8.0
626,4.0
627,2.0
628,6.0
629,0.0
630,7.0
631,4.0
632,8.0
633,8.0
634,5.0
635,9.0
636,0.0
637,9.0
638,5.0
639,1.0
640,5.0
641,4.0
642,7.0
643,6.0
644,6.0
645,9.0
646,9.0
647,7.0
648,3.0
649,6.0
650,4.0
651,2.0
652,7.0
653,0.0
654,9.0
655,9.0
656,5.0
657,2.0
658,6.0
659,7.0
660,6.0
661,0.0
662,7.0
663,2.0
664,2.0
665,9.0
666,3.0
667,6.0
668,4.0
669,8.0
670,5.0
671,1.0
672,8.0
673,0.0
674,4.0
675,4.0
676,1.0
677,4.0
678,9.0
679,7.0
680,7.0
681,7.0
682,1.0
683,1.0
684,8.0
685,1.0
686,9.0
687,5.0
688,2.0
689,3.0
690,9.0
691,4.0
692,6.0
693,2.0
694,4.0
695,7.0
696,4.0
697,4.0
698,5.0
699,0.0
700,1.0
701,2.0
702,5.0
703,4.0
704,6.0
705,4.0
706,9.0
707,6.0
708,9.0
709,6.0
710,6.0
711,2.0
712,9.0
713,3.0
714,2.0
715,8.0
716,1.0
717,3.0
718,1.0
719,7.0
720,5.0
721,9.0
722,5.0
723,6.0
724,6.0
725,3.0
726,4.0
727,5.0
728,7.0
729,8.0
730,2.0
731,0.0
732,7.0
733,5.0
734,2.0
735,5.0
736,5.0
737,9.0
738,6.0
739,3.0
740,7.0
741,9.0
742,1.0
743,1.0
744,7.0
745,1.0
746,5.0
747,8.0
748,8.0
749,9.0
750,5.0
751,2.0
752,4.0
753,6.0
754,1.0
755,0.0
756,4.0
757,9.0
758,4.0
759,2.0
760,9.0
761,5.0
762,4.0
763,3.0
764,7.0
765,7.0
766,4.0
767,0.0
768,2.0
769,4.0
770,4.0
771,6.0
772,4.0
773,2.0
774,0.0
775,6.0
776,1.0
777,3.0
778,6.0
779,8.0
780,4.0
781,5.0
782,2.0
783,6.0
784,3.0
785,6.0
786,5.0
787,3.0
788,6.0
789,2.0
790,6.0
791,7.0
792,9.0
793,9.0
794,7.0
795,8.0
796,2.0
797,6.0
798,1.0
799,7.0
800,9.0
801,2.0
802,5.0
803,9.0
804,3.0
805,3.0
806,1.0
807,6.0
808,9.0
809,0.0
810,1.0
811,6.0
812,1.0
813,7.0
814,1.0
815,7.0
816,3.0
817,5.0
818,5.0
819,0.0
820,0.0
821,7.0
822,1.0
823,0.0
824,7.0
825,8.0
826,7.0
827,8.0
828,2.0
829,1.0
830,4.0
831,1.0
832,4.0
833,3.0
834,2.0
835,9.0
836,8.0
837,2.0
838,1.0
839,0.0
840,3.0
841,2.0
842,2.0
843,9.0
844,8.0
845,6.0
846,2.0
847,5.0
848,6.0
849,7.0
850,7.0
851,4.0
852,8.0
853,9.0
854,8.0
855,8.0
856,1.0
857,1.0
858,3.0
859,1.0
860,1.0
861,3.0
862,4.0
863,0.0
864,1.0
865,8.0
866,1.0
867,3.0
868,4.0
869,6.0
870,9.0
871,8.0
872,1.0
873,0.0
874,0.0
875,1.0
876,0.0
877,4.0
878,7.0
879,3.0
880,7.0
881,6.0
882,4.0
883,2.0
884,8.0
885,7.0
886,5.0
887,4.0
888,3.0
889,8.0
890,4.0
891,3.0
892,1.0
893,5.0
894,3.0
895,8.0
896,3.0
897,5.0
898,8.0
899,8.0
900,3.0
901,7.0
902,6.0
903,7.0
904,4.0
905,0.0
906,5.0
907,1.0
908,1.0
909,3.0
910,9.0
911,7.0
912,1.0
913,7.0
914,6.0
915,2.0
916,0.0
917,1.0
918,1.0
919,9.0
920,5.0
921,1.0
922,4.0
923,2.0
924,0.0
925,6.0
926,9.0
927,8.0
928,9.0
929,2.0
930,9.0
931,2.0
932,0.0
933,6.0
934,0.0
935,6.0
936,2.0
937,9.0
938,8.0
939,4.0
940,3.0
941,0.0
942,3.0
943,5.0
944,8.0
945,9.0
946,9.0
947,1.0
948,6.0
949,6.0
950,0.0
951,6.0
952,2.0
953,8.0
954,3.0
955,8.0
956,0.0
957,3.0
958,6.0
959,8.0
960,3.0
961,1.0
962,7.0
963,7.0
964,1.0
965,1.0
966,6.0
967,7.0
968,5.0
969,4.0
970,8.0
971,7.0
972,4.0
973,7.0
974,8.0
975,7.0
976,0.0
977,0.0
978,0.0
979,8.0
980,2.0
981,5.0
982,5.0
983,8.0
984,1.0
985,2.0
986,3.0
987,0.0
988,1.0
989,3.0
990,7.0
991,3.0
992,2.0
993,2.0
994,3.0
995,4.0
996,8.0
997,0.0
998,8.0
999,7.0
1000,7.0
1001,4.0
1002,5.0
1003,2.0
1004,8.0
1005,0.0
1006,0.0
1007,1.0
1008,2.0
1009,0.0
1010,4.0
1011,4.0
1012,9.0
1013,4.0
1014,2.0
1015,9.0
1016,0.0
1017,5.0
1018,6.0
1019,9.0
1020,2.0
1021,0.0
1022,6.0
1023,6.0
1024,9.0
1025,8.0
1026,8.0
1027,9.0
1028,5.0
1029,2.0
1030,3.0
1031,2.0
1032,1.0
1033,8.0
1034,3.0
1035,1.0
1036,1.0
1037,3.0
1038,6.0
1039,7.0
1040,2.0
1041,2.0
1042,0.0
1043,9.0
1044,7.0
1045,3.0
1046,4.0
1047,9.0
1048,1.0
1049,4.0
1050,1.0
1051,4.0
1052,1.0
1053,3.0
1054,2.0
1055,8.0
1056,7.0
1057,7.0
1058,9.0
1059,1.0
1060,0.0
1061,2.0
1062,3.0
1063,4.0
1064,4.0
1065,1.0
1066,1.0
1067,6.0
1068,2.0
1069,1.0
1070,4.0
1071,0.0
1072,6.0
1073,3.0
1074,3.0
1075,1.0
1076,5.0
1077,2.0
1078,8.0
1079,1.0
1080,6.0
1081,4.0
1082,1.0
1083,5.0
1084,6.0
1085,5.0
1086,9.0
1087,7.0
1088,2.0
1089,9.0
1090,8.0
1091,0.0
1092,0.0
1093,2.0
1094,4.0
1095,6.0
1096,4.0
1097,4.0
1098,9.0
1099,0.0
1100,0.0
1101,2.0
1102,7.0
1103,7.0
1104,6.0
1105,2.0
1106,4.0
1107,6.0
1108,6.0
1109,6.0
1110,5.0
1111,9.0
1112,3.0
1113,0.0
1114,0.0
1115,8.0
1116,2.0
1117,1.0
1118,0.0
1119,7.0
1120,5.0
1121,3.0
1122,3.0
1123,9.0
1124,2.0
1125,9.0
1126,2.0
1127,9.0
1128,5.0
1129,4.0
1130,2.0
1131,4.0
1132,3.0
1133,1.0
1134,8.0
1135,8.0
1136,8.0
1137,3.0
1138,7.0
1139,8.0
1140,3.0
1141,5.0
1142,6.0
1143,9.0
1144,1.0
1145,4.0
1146,6.0
1147,1.0
1148,7.0
1149,5.0
1150,8.0
1151,1.0
1152,1.0
1153,8.0
1154,1.0
1155,2.0
1156,8.0
1157,9.0
1158,8.0
1159,3.0
1160,3.0
1161,9.0
1162,6.0
1163,7.0
1164,1.0
1165,3.0
1166,6.0
1167,0.0
1168,7.0
1169,1.0
1170,2.0
1171,4.0
1172,7.0
1173,5.0
1174,4.0
1175,2.0
1176,8.0
1177,1.0
1178,8.0
1179,1.0
1180,0.0
1181,0.0
1182,2.0
1183,6.0
1184,1.0
1185,4.0
1186,6.0
1187,8.0
1188,2.0
1189,2.0
1190,3.0
1191,9.0
1192,6.0
1193,8.0
1194,5.0
1195,4.0
1196,9.0
1197,9.0
1198,3.0
1199,1.0
1200,0.0
1201,3.0
1202,4.0
1203,5.0
1204,3.0
1205,6.0
1206,6.0
1207,2.0
1208,5.0
1209,0.0
1210,4.0
1211,5.0
1212,5.0
1213,1.0
1214,3.0
1215,1.0
1216,9.0
1217,3.0
1218,5.0
1219,6.0
1220,0.0
1221,5.0
1222,7.0
1223,3.0
1224,1.0
1225,7.0
1226,0.0
1227,1.0
1228,3.0
1229,7.0
1230,5.0
1231,1.0
1232,2.0
1233,7.0
1234,3.0
1235,3.0
1236,9.0
1237,6.0
1238,7.0
1239,3.0
1240,6.0
1241,5.0
1242,5.0
1243,4.0
1244,6.0
1245,0.0
1246,2.0
1247,6.0
1248,9.0
1249,4.0
1250,2.0
1251,3.0
1252,6.0
1253,7.0
1254,0.0
1255,8.0
1256,3.0
1257,7.0
1258,9.0
1259,1.0
1260,3.0
1261,9.0
1262,0.0
1263,6.0
1264,9.0
1265,0.0
1266,4.0
1267,9.0
1268,6.0
1269,3.0
1270,3.0
1271,5.0
1272,4.0
1273,1.0
1274,5.0
1275,4.0
1276,7.0
1277,3.0
1278,5.0
1279,5.0
1280,0.0
1281,8.0
1282,7.0
1283,2.0
1284,3.0
1285,1.0
1286,2.0
1287,5.0
1288,0.0
1289,3.0
1290,5.0
1291,5.0
1292,7.0
1293,5.0
1294,5.0
1295,6.0
1296,5.0
1297,5.0
1298,7.0
1299,0.0
1300,6.0
1301,6.0
1302,8.0
1303,8.0
1304,1.0
1305,4.0
1306,2.0
1307,2.0
1308,1.0
1309,3.0
1310,6.0
1311,3.0
1312,1.0
1313,7.0
1314,3.0
1315,8.0
1316,7.0
1317,1.0
1318,9.0
1319,8.0
1320,3.0
1321,9.0
1322,1.0
1323,2.0
1324,6.0
1325,4.0
1326,6.0
1327,1.0
1328,9.0
1329,7.0
1330,9.0
1331,8.0
1332,4.0
1333,0.0
1334,3.0
1335,0.0
1336,9.0
1337,2.0
1338,1.0
1339,7.0
1340,5.0
1341,1.0
1342,1.0
1343,7.0
1344,4.0
1345,4.0
1346,7.0
1347,7.0
1348,2.0
1349,8.0
1350,0.0
1351,9.0
1352,5.0
1353,3.0
1354,6.0
1355,0.0
1356,3.0
1357,3.0
1358,8.0
1359,5.0
1360,4.0
1361,8.0
1362,6.0
1363,2.0
1364,8.0
1365,2.0
1366,6.0
1367,0.0
1368,6.0
1369,8.0
1370,8.0
1371,4.0
1372,7.0
1373,5.0
1374,5.0
1375,0.0
1376,8.0
1377,3.0
1378,8.0
1379,8.0
1380,4.0
1381,1.0
1382,3.0
1383,1.0
1384,8.0
1385,1.0
1386,4.0
1387,2.0
1388,9.0
1389,2.0
1390,4.0
1391,4.0
1392,3.0
1393,3.0
1394,1.0
1395,7.0
1396,2.0
1397,0.0
1398,8.0
1399,0.0
1400,5.0
1401,9.0
1402,2.0
1403,0.0
1404,7.0
1405,4.0
1406,0.0
1407,4.0
1408,0.0
1409,1.0
1410,3.0
1411,7.0
1412,3.0
1413,9.0
1414,9.0
1415,0.0
1416,6.0
1417,0.0
1418,5.0
1419,9.0
1420,7.0
1421,4.0
1422,3.0
1423,2.0
1424,8.0
1425,3.0
1426,7.0
1427,6.0
1428,9.0
1429,5.0
1430,7.0
1431,6.0
1432,8.0
1433,0.0
1434,2.0
1435,7.0
1436,2.0
1437,3.0
1438,6.0
1439,6.0
1440,6.0
1441,1.0
1442,2.0
1443,5.0
1444,6.0
1445,8.0
1446,0.0
1447,0.0
1448,5.0
1449,3.0
1450,8.0
1451,8.0
1452,1.0
1453,1.0
1454,1.0
1455,4.0
1456,7.0
1457,0.0
1458,7.0
1459,4.0
1460,9.0
1461,8.0
1462,8.0
1463,6.0
1464,8.0
1465,0.0
1466,7.0
1467,8.0
1468,7.0
1469,8.0
1470,0.0
1471,3.0
1472,9.0
1473,7.0
1474,2.0
1475,9.0
1476,5.0
1477,0.0
1478,2.0
1479,8.0
1480,2.0
1481,2.0
1482,4.0
1483,1.0
1484,3.0
1485,1.0
1486,2.0
1487,2.0
1488,6.0
1489,0.0
1490,6.0
1491,8.0
1492,7.0
1493,1.0
1494,9.0
1495,0.0
1496,9.0
1497,7.0
1498,6.0
1499,4.0
1500,7.0
1501,5.0
1502,7.0
1503,3.0
1504,7.0
1505,6.0
1506,0.0
1507,5.0
1508,6.0
1509,7.0
1510,2.0
1511,2.0
1512,1.0
1513,4.0
1514,7.0
1515,7.0
1516,6.0
1517,3.0
1518,8.0
1519,9.0
1520,8.0
1521,9.0
1522,7.0
1523,1.0
1524,9.0
1525,8.0
1526,9.0
1527,8.0
1528,0.0
1529,6.0
1530,4.0
1531,8.0
1532,1.0
1533,7.0
1534,6.0
1535,9.0
1536,2.0
1537,3.0
1538,1.0
1539,1.0
1540,5.0
1541,0.0
1542,1.0
1543,4.0
1544,0.0
1545,2.0
1546,4.0
1547,0.0
1548,1.0
1549,5.0
1550,8.0
1551,8.0
1552,9.0
1553,9.0
1554,0.0
1555,9.0
1556,9.0
1557,3.0
1558,6.0
1559,0.0
1560,6.0
1561,8.0
1562,2.0
1563,7.0
1564,6.0
1565,5.0
1566,1.0
1567,9.0
1568,1.0
1569,9.0
1570,6.0
1571,9.0
1572,9.0
1573,2.0
1574,9.0
1575,7.0
1576,0.0
1577,8.0
1578,9.0
1579,2.0
1580,1.0
1581,0.0
1582,0.0
1583,0.0
1584,3.0
1585,1.0
1586,6.0
1587,2.0
1588,0.0
1589,9.0
1590,7.0
1591,5.0
1592,4.0
1593,3.0
1594,1.0
1595,9.0
1596,3.0
1597,2.0
1598,3.0
1599,3.0
1600,2.0
1601,7.0
1602,5.0
1603,8.0
1604,4.0
1605,3.0
1606,9.0
1607,7.0
1608,0.0
1609,0.0
1610,6.0
1611,2.0
1612,9.0
1613,7.0
1614,5.0
1615,7.0
1616,7.0
1617,0.0
1618,5.0
1619,2.0
1620,3.0
1621,8.0
1622,8.0
1623,5.0
1624,9.0
1625,3.0
1626,2.0
1627,4.0
1628,4.0
1629,3.0
1630,2.0
1631,8.0
1632,3.0
1633,9.0
1634,7.0
1635,8.0
1636,2.0
1637,7.0
1638,2.0
1639,9.0
1640,0.0
1641,3.0
1642,5.0
1643,6.0
1644,7.0
1645,9.0
1646,2.0
1647,4.0
1648,8.0
1649,1.0
1650,9.0
1651,2.0
1652,0.0
1653,0.0
1654,7.0
1655,3.0
1656,8.0
1657,7.0
1658,2.0
1659,4.0
1660,7.0
1661,4.0
1662,8.0
1663,3.0
1664,8.0
1665,3.0
1666,7.0
1667,7.0
1668,4.0
1669,2.0
1670,5.0
1671,6.0
1672,8.0
1673,5.0
1674,9.0
1675,9.0
1676,6.0
1677,4.0
1678,5.0
1679,4.0
1680,7.0
1681,2.0
1682,3.0
1683,0.0
1684,1.0
1685,6.0
1686,8.0
1687,0.0
1688,7.0
1689,6.0
1690,6.0
1691,0.0
1692,4.0
1693,3.0
1694,3.0
1695,3.0
1696,5.0
1697,4.0
1698,1.0
1699,7.0
1700,7.0
1701,2.0
1702,1.0
1703,3.0
1704,7.0
1705,5.0
1706,7.0
1707,1.0
1708,6.0
1709,0.0
1710,6.0
1711,2.0
1712,8.0
1713,7.0
1714,5.0
1715,3.0
1716,9.0
1717,0.0
1718,3.0
1719,3.0
1720,7.0
1721,7.0
1722,7.0
1723,1.0
1724,8.0
1725,2.0
1726,5.0
1727,9.0
1728,6.0
1729,3.0
1730,9.0
1731,4.0
1732,9.0
1733,4.0
1734,8.0
1735,5.0
1736,0.0
1737,7.0
1738,9.0
1739,8.0
1740,8.0
1741,6.0
1742,0.0
1743,3.0
1744,9.0
1745,1.0
1746,3.0
1747,2.0
1748,9.0
1749,4.0
1750,7.0
1751,0.0
1752,5.0
1753,1.0
1754,8.0
1755,6.0
1756,0.0
1757,3.0
1758,1.0
1759,4.0
1760,2.0
1761,1.0
1762,5.0
1763,7.0
1764,2.0
1765,1.0
1766,7.0
1767,2.0
1768,7.0
1769,0.0
1770,7.0
1771,7.0
1772,9.0
1773,6.0
1774,4.0
1775,8.0
1776,8.0
1777,2.0
1778,6.0
1779,9.0
1780,6.0
1781,5.0
1782,4.0
1783,7.0
1784,5.0
1785,4.0
1786,7.0
1787,1.0
1788,4.0
1789,3.0
1790,1.0
1791,1.0
1792,0.0
1793,3.0
1794,0.0
1795,4.0
1796,5.0
1797,4.0
1798,2.0
1799,6.0
1800,3.0
1801,4.0
1802,7.0
1803,3.0
1804,1.0
1805,1.0
1806,3.0
1807,0.0
1808,2.0
1809,4.0
1810,9.0
1811,0.0
1812,6.0
1813,6.0
1814,4.0
1815,6.0
1816,3.0
1817,6.0
1818,0.0
1819,3.0
1820,9.0
1821,5.0
1822,8.0
1823,7.0
1824,9.0
1825,8.0
1826,7.0
1827,1.0
1828,9.0
1829,3.0
1830,2.0
1831,3.0
1832,3.0
1833,6.0
1834,8.0
1835,1.0
1836,6.0
1837,4.0
1838,5.0
1839,1.0
1840,1.0
1841,9.0
1842,6.0
1843,8.0
1844,3.0
1845,3.0
1846,5.0
1847,4.0
1848,4.0
1849,9.0
1850,0.0
1851,4.0
1852,2.0
1853,1.0
1854,1.0
1855,7.0
1856,6.0
1857,9.0
1858,6.0
1859,8.0
1860,5.0
1861,6.0
1862,8.0
1863,5.0
1864,1.0
1865,0.0
1866,2.0
1867,3.0
1868,2.0
1869,5.0
1870,0.0
1871,4.0
1872,1.0
1873,9.0
1874,8.0
1875,9.0
1876,5.0
1877,8.0
1878,1.0
1879,3.0
1880,9.0
1881,6.0
1882,6.0
1883,9.0
1884,7.0
1885,5.0
1886,3.0
1887,2.0
1888,3.0
1889,4.0
1890,6.0
1891,3.0
1892,2.0
1893,6.0
1894,0.0
1895,0.0
1896,7.0
1897,7.0
1898,0.0
1899,8.0
1900,2.0
1901,1.0
1902,3.0
1903,4.0
1904,2.0
1905,6.0
1906,2.0
1907,4.0
1908,5.0
1909,4.0
1910,7.0
1911,8.0
1912,8.0
1913,4.0
1914,0.0
1915,2.0
1916,5.0
1917,2.0
1918,2.0
1919,3.0
1920,5.0
1921,7.0
1922,2.0
1923,1.0
1924,2.0
1925,5.0
1926,1.0
1927,1.0
1928,2.0
1929,1.0
1930,0.0
1931,7.0
1932,1.0
1933,2.0
1934,9.0
1935,9.0
1936,2.0
1937,7.0
1938,9.0
1939,0.0
1940,3.0
1941,2.0
1942,4.0
1943,0.0
1944,6.0
1945,7.0
1946,5.0
1947,4.0
1948,5.0
1949,3.0
1950,3.0
1951,9.0
1952,2.0
1953,8.0
1954,9.0
1955,7.0
1956,4.0
1957,9.0
1958,8.0
1959,3.0
1960,7.0
1961,1.0
1962,8.0
1963,3.0
1964,5.0
1965,0.0
1966,0.0
1967,3.0
1968,8.0
1969,7.0
1970,5.0
1971,4.0
1972,4.0
1973,1.0
1974,3.0
1975,0.0
1976,1.0
1977,8.0
1978,5.0
1979,4.0
1980,5.0
1981,3.0
1982,7.0
1983,6.0
1984,2.0
1985,7.0
1986,4.0
1987,5.0
1988,3.0
1989,6.0
1990,4.0
1991,3.0
1992,8.0
1993,8.0
1994,7.0
1995,0.0
1996,8.0
1997,7.0
1998,8.0
1999,0.0
2000,4.0
2001,7.0
2002,7.0
2003,6.0
2004,2.0
2005,9.0
2006,6.0
2007,4.0
2008,4.0
2009,6.0
2010,6.0
2011,1.0
2012,7.0
2013,2.0
2014,3.0
2015,8.0
2016,4.0
2017,8.0
2018,5.0
2019,9.0
2020,2.0
2021,8.0
2022,9.0
2023,4.0
2024,3.0
2025,0.0
2026,6.0
2027,2.0
2028,5.0
2029,6.0
2030,9.0
2031,3.0
2032,0.0
2033,8.0
2034,7.0
2035,9.0
2036,0.0
2037,6.0
2038,2.0
2039,7.0
2040,6.0
2041,0.0
2042,5.0
2043,6.0
2044,7.0
2045,9.0
2046,1.0
2047,2.0
2048,3.0
2049,9.0
2050,0.0
2051,7.0
2052,2.0
2053,3.0
2054,6.0
2055,1.0
2056,7.0
2057,8.0
2058,4.0
2059,9.0
2060,9.0
2061,6.0
2062,6.0
2063,3.0
2064,7.0
2065,6.0
2066,0.0
2067,0.0
2068,2.0
2069,3.0
2070,5.0
2071,3.0
2072,1.0
2073,8.0
2074,2.0
2075,9.0
2076,6.0
2077,9.0
2078,7.0
2079,6.0
2080,2.0
2081,0.0
2082,8.0
2083,1.0
2084,7.0
2085,2.0
2086,6.0
2087,5.0
2088,7.0
2089,9.0
2090,1.0
2091,2.0
2092,7.0
2093,7.0
2094,6.0
2095,2.0
2096,9.0
2097,2.0
2098,8.0
2099,2.0
2100,9.0
2101,7.0
2102,7.0
2103,2.0
2104,2.0
2105,0.0
2106,6.0
2107,4.0
2108,1.0
2109,1.0
2110,0.0
2111,7.0
2112,2.0
2113,1.0
2114,2.0
2115,7.0
2116,3.0
2117,9.0
2118,2.0
2119,8.0
2120,9.0
2121,3.0
2122,6.0
2123,7.0
2124,1.0
2125,2.0
2126,8.0
2127,5.0
2128,5.0
2129,6.0
2130,8.0
2131,5.0
2132,5.0
2133,0.0
2134,8.0
2135,2.0
2136,9.0
2137,2.0
2138,7.0
2139,4.0
2140,6.0
